orbital_period,transit_epoch,transit_duration,transit_depth,planet_radius,disposition,dataset
24.67458244,146.77261,3.2648,650.6,2.33,0,KOI
32.526674,137.3054,6.842,204.9,1.26,1,KOI
10.32906563,174.608213,1.44,2309.8,6.17,1,KOI
3.750832927,171.151696,1.9457,2397.9,4.61,0,KOI
21.34736612,171.73531,4.184,630.5,3.2,0,KOI
7.81100952,132.30566,3.231,126.7,1.36,0,KOI
4.243748097,173.563074,3.3603,1409.7,3.16,0,KOI
2.752359689,171.259808,2.0722,791.9,2.54,0,KOI
13.98177862,181.975114,2.958,1018.4,2.09,0,KOI
44.0003975,210.76222,5.1115,599.6,1.56,0,KOI
247.354914,364.15832,8.677,1291.8,2.29,0,KOI
207.5829306,289.88311,7.0686,505.1,4.52,0,KOI
7.26731094,174.31292,2.2691,659.1,1.14,0,KOI
13.3430025,176.90387,2.7399,799.7,1.29,0,KOI
3.886795001,133.32959,1.7574,471.3,0.97,0,KOI
22.40777833,153.79858,3.2881,661.3,1.15,0,KOI
166.7876551,245.143036,5.8676,4764.2,7.03,1,KOI
77.6114427,164.7292,7.1786,814.5,2.59,0,KOI
18.20795835,185.84306,3.7965,1596.9,3.08,0,KOI
49.537365,172.1948,9.862,201.7,1.48,1,KOI
12.70636123,180.63164,2.395,871.7,2.75,0,KOI
10.94577783,176.71834,3.0937,532.8,2.84,0,KOI
28.9869016,134.7812,3.6233,471.6,2.7,0,KOI
94.886902,214.82879,6.923,641.7,4.24,0,KOI
5.03505665,132.65597,1.804,151.5,1.63,0,KOI
11.90352088,178.34161,4.297,633.0,2.56,0,KOI
9.286964466,135.9945,3.3649,691.7,2.1,0,KOI
34.0350605,134.42752,6.695,727.8,2.76,0,KOI
12.75934489,170.32152,3.5889,882.1,2.58,0,KOI
5.433132902,138.36644,2.4012,328.2,1.61,0,KOI
10.64021008,179.77776,5.4381,455.3,2.87,0,KOI
4.93883135,135.95465,4.388,123.5,1.44,0,KOI
5.996533443,172.50558,3.3129,711.4,2.96,0,KOI
2.06190864,133.19888,1.9743,214.0,1.63,0,KOI
20.13490007,171.36734,3.7962,1035.2,2.98,0,KOI
24.0721647,148.9637,3.171,177.3,1.1,1,KOI
88.2553729,153.77974,4.539,1132.2,2.96,0,KOI
19.193103549,176.966757,2.5425,6807.3,12.23,1,KOI
6.010383339,174.084883,2.1939,2652.1,3.8,0,KOI
80.881757,136.6708,12.568,142.7,2.27,1,KOI
9.250572762,135.407531,3.6373,1039.5,96.08,1,KOI
8.1808949,176.69885,2.7546,723.5,2.1,0,KOI
15.31296388,171.79412,3.0935,864.9,2.34,0,KOI
18.42794957,178.43963,2.9264,706.6,2.24,0,KOI
7.189379172,170.117783,2.0351,8126.4,11.94,1,KOI
1.8134378,132.6703,7.776,97.4,0.69,1,KOI
14.78767172,176.79399,6.1191,781.8,3.46,0,KOI
4.16536757,132.04068,3.2935,120.0,1.0,0,KOI
14.48584765,175.00624,3.1365,457.1,2.88,0,KOI
40.6992062,172.57123,7.074,429.9,3.2,0,KOI
15.458056682,173.782454,8.79536,4253.2,9.11,0,KOI
562.1725914,185.968547,9.8841,5877.8,10.9,1,KOI
278.1243979,177.51831,3.978,2297.8,5.86,1,KOI
4.034914368,172.257813,1.7874,800.1,6.95,1,KOI
3.173914037,170.92525,3.6069,303.0,3.07,0,KOI
52.513548727,171.6745959,3.2743,14252.0,12.43,1,KOI
4.17838675,171.98866,2.123,316.0,3.13,1,KOI
9.84824649,138.38845,5.7471,436.7,2.68,0,KOI
19.7243672,135.05923,7.202,577.9,3.57,0,KOI
51.75530504,271.08808,7.4355,609.2,2.61,0,KOI
16.2982201,134.7404,2.558,199.0,0.78,1,KOI
7.38443269,137.47412,5.7351,349.8,2.42,0,KOI
2190.7010353,140.04806,19.891,1874.2,3.12,1,KOI
7.23858162,171.21912,3.1199,268.2,1.34,0,KOI
161.4746786,170.60338,10.572,828.2,3.25,0,KOI
16.71987303,171.40143,3.317,523.1,2.52,0,KOI
3.275821982,170.25357,3.0427,274.9,3.54,0,KOI
15.87360981,182.40408,3.5246,415.6,1.53,0,KOI
12.3860474,132.8175,2.604,151.3,1.11,0,KOI
7.256962446,134.023923,4.9402,463.2,3.53,0,KOI
29.66631669,189.36948,8.412,668.0,2.83,0,KOI
16.2254975,144.02673,6.471,120.4,1.21,0,KOI
1.260258822,170.408984,1.8594,1130.7,3.57,0,KOI
3.29534567,132.48799,1.902,141.9,1.23,1,KOI
5.25449393,132.55624,3.078,169.0,1.41,0,KOI
5.924993927,169.71629,2.8874,1608.1,3.15,0,KOI
11.34934848,134.31805,3.1101,1249.8,2.39,0,KOI
23.6421965,172.58844,5.018,1102.2,2.9,0,KOI
67.0930642,146.57047,7.334,1254.2,3.51,0,KOI
17.97979816,182.24179,5.5828,459.1,2.89,0,KOI
30.99664113,191.78502,2.9182,655.3,2.43,0,KOI
2.462344253,171.84315,1.8113,180.1,1.33,0,KOI
4.822969318,134.43535,0.8752,332.1,2.22,0,KOI
6.0799457,136.444,2.706,55.1,0.86,1,KOI
28.7796446,193.30374,8.349,253.2,1.95,0,KOI
15.66057688,146.3487,7.012,384.1,2.05,0,KOI
17.42115972,184.245906,4.9974,928.1,3.11,0,KOI
3.13295351,135.67494,2.2207,435.2,1.39,0,KOI
18.64349986,141.62687,1.8491,813.4,2.14,0,KOI
24.5434566,187.92215,7.2518,1151.3,3.08,0,KOI
51.07926451,185.18087,6.3729,736.8,2.75,0,KOI
70.2780911,151.32941,2.466,781.6,2.54,1,KOI
9.9664004,141.15324,5.0127,1619.0,16.89,1,KOI
14.85185526,177.9987,3.5263,1341.0,2.73,1,KOI
29.90721859,175.29337,4.8475,588.0,2.16,0,KOI
56.391062,167.579,5.7,2042.0,3.58,1,KOI
3.032147946,171.734281,3.8627,488.6,3.62,0,KOI
15.96532718,142.178033,4.5837,482.2,3.33,0,KOI
22.34213536,171.55939,6.461,2264.4,5.19,1,KOI
18.79418506,177.79426,3.2906,1529.0,2.33,0,KOI
6.73893544,135.28218,2.813,601.3,1.44,0,KOI
10.3392408,170.38549,3.075,1184.6,2.98,0,KOI
8.50339249,170.86894,2.9569,188.9,1.95,0,KOI
23.7832097,179.75013,7.939,256.5,2.01,0,KOI
5.16949729,170.31339,4.5122,210.6,2.06,0,KOI
10.47490332,171.99906,33.7939,1170.2,15.45,1,KOI
30.86436512,172.93477,2.9557,551.3,2.23,0,KOI
9.36059705,171.97292,3.2069,236.5,1.42,0,KOI
14.6672293,145.42058,3.742,198.1,1.21,0,KOI
68.1609897,187.03346,5.662,295.6,1.45,0,KOI
13.28689997,172.11932,3.2825,1039.6,2.78,0,KOI
1.287076693,169.815491,1.4942,729.4,1.39,0,KOI
61.858947,191.9736,21.32,70.8,2.47,1,KOI
17.6717714,186.3704,3.4202,918.6,2.44,0,KOI
23.44970494,182.92295,8.6567,315.6,2.71,0,KOI
1.73513619,135.060047,2.2741,952.6,3.27,0,KOI
11.95474513,178.721694,2.1433,903.4,5.15,0,KOI
16.080657264,182.7601,2.8701,3076.0,4.43,0,KOI
18.16407304,180.812425,2.9355,943.2,1.98,0,KOI
5.71489692,170.921904,2.3572,425.9,1.33,0,KOI
122.3858681,150.41158,7.123,711.1,1.72,0,KOI
179.609803,295.330361,13.755,1273.0,5.47,0,KOI
8.59481851,171.62781,3.254,336.5,1.75,0,KOI
10.22215697,135.89017,1.1939,238.2,1.72,0,KOI
25.6721559,192.09679,5.9629,387.1,2.68,0,KOI
151.8851881,176.41272,12.091,360.6,2.47,0,KOI
18.39629744,185.13946,2.7838,680.2,2.47,0,KOI
21.77568158,189.63828,7.9588,797.9,4.76,0,KOI
41.0283424,172.57481,9.8052,541.4,3.92,0,KOI
4.069425638,171.017743,2.0396,549.1,1.53,0,KOI
4.06844957,132.27614,2.8349,79.8,0.98,0,KOI
16.28247625,180.79815,2.9227,792.6,1.88,0,KOI
3.162692075,169.64186,1.9529,503.7,2.61,0,KOI
31.7848157,135.87105,8.8077,444.5,3.55,0,KOI
13.17555999,143.6789,6.6677,280.0,2.82,0,KOI
5.66815821,131.88743,4.9064,119.7,1.85,0,KOI
17.40665216,171.00688,6.864,586.9,2.95,0,KOI
3.07365139,134.17117,2.102,90.5,0.79,1,KOI
5.370639542,172.23815,2.1121,491.3,2.54,0,KOI
11.32977062,133.96755,3.845,162.4,1.37,0,KOI
23.20579353,180.7628,4.3243,342.5,5.86,0,KOI
6.07972016,170.58389,7.1228,290.8,2.32,0,KOI
275.07365,315.2486,3.37,228.9,1.86,1,KOI
14.40090414,174.98964,4.1682,379.6,2.71,0,KOI
7.69363627,176.5035,5.0324,295.1,2.12,0,KOI
21.3851584,178.78285,4.0819,663.9,2.17,0,KOI
5.37493289,170.93379,3.9567,155.8,2.12,0,KOI
8.58600968,137.95984,3.3443,102.1,1.84,0,KOI
4.50158249,134.1153,1.855,175.7,0.73,1,KOI
3.88688862,132.4955,3.683,58.3,1.29,0,KOI
2.628117322,169.718913,1.8289,936.8,1.77,0,KOI
5.06546874,131.94499,2.203,121.1,0.62,1,KOI
5.89399142,173.485973,1.2737,10993.0,11.16,1,KOI
25.6613816,155.13806,4.459,166.5,1.78,0,KOI
10.21418792,170.70466,5.8201,303.8,2.29,0,KOI
2.755637216,170.845854,1.8559,536.7,1.37,0,KOI
14.91095177,141.336726,3.325,864.5,2.62,0,KOI
20.30652862,172.6581,2.8014,715.4,1.58,0,KOI
44.6996563,174.82144,6.2289,837.7,3.05,0,KOI
3.619309734,135.44164,3.0504,206.6,1.47,0,KOI
124.5245224,254.17788,9.654,689.9,2.69,0,KOI
7.6720844,134.1756,3.451,75.1,0.72,1,KOI
14.28228147,180.84677,2.6588,983.2,1.82,0,KOI
3.251659087,171.0604906,1.5286,4747.9,9.83,1,KOI
3.743166733,131.61967,3.6888,126.3,1.5,0,KOI
13.13747785,170.22786,4.8655,212.8,1.85,0,KOI
7.78199862,133.58871,3.947,106.9,1.32,0,KOI
23.4433748,152.00588,5.768,85.0,1.29,0,KOI
5.868066282,170.324046,4.1246,436.5,3.6,0,KOI
1.61189046,133.5704,3.0792,101.1,1.72,0,KOI
9.940666412,135.21559,3.9092,520.2,2.87,0,KOI
4.182001885,172.789576,2.2209,847.4,2.46,0,KOI
66.47762,184.2673,4.487,553.5,1.83,1,KOI
26.89316101,179.95245,2.3266,2193.2,6.78,1,KOI
14.70749512,175.79267,3.1506,262.0,2.04,0,KOI
20.73989406,173.21912,3.1505,616.1,2.11,0,KOI
47.4277116,216.55737,5.2679,820.4,2.33,0,KOI
12.874712426,170.022499,2.2491,3860.7,11.26,0,KOI
3.07155284,133.30255,4.0935,86.0,1.65,0,KOI
22.24814617,174.13676,4.1483,613.7,2.72,0,KOI
0.702739679,131.533,1.379,65.1,0.73,1,KOI
2.508057497,135.000657,1.1134,1507.6,3.25,0,KOI
0.900375925,133.11787,1.257,41.4,0.82,0,KOI
4.585466941,169.86095,3.4437,383.5,3.29,0,KOI
22.71443351,147.29684,6.0875,575.1,4.01,0,KOI
47.903427,141.98347,6.191,379.3,3.55,0,KOI
9.034190783,171.015329,1.5501,577.6,1.8,0,KOI
9.07098164,178.3435,2.6903,1026.2,2.94,0,KOI
45.15535633,159.10544,5.7845,6208.7,7.65,0,KOI
9.48965527,171.92604,3.587,262.2,2.16,0,KOI
4.22865217,170.74053,3.3275,150.0,1.83,0,KOI
7.46662068,132.7755,3.87,120.9,1.65,0,KOI
16.25951967,144.53203,3.854,129.5,1.72,0,KOI
11.1317901,134.42272,4.051,95.5,1.47,0,KOI
28.1224393,146.91763,4.174,194.3,0.9,0,KOI
11.427550984,137.613711,4.6074,500.9,2.35,0,KOI
45.9029768,166.55667,5.0041,361.8,1.18,0,KOI
4.159816554,133.78616,1.6261,160.3,0.86,0,KOI
5.69059163,174.04885,2.557,1384.3,3.1,0,KOI
4.885488596,134.2768785,5.16165,7458.4,16.66,0,KOI
130.17802962,212.032638,8.4534,11571.0,10.44,0,KOI
85.3162004,295.31588,2.7441,1902.6,6.34,0,KOI
17.761998411,174.1831018,2.4644,24177.0,14.25,1,KOI
155.042265,213.49978,9.848,4880.9,26.44,1,KOI
10.34973276,174.06193,4.4859,119.0,1.44,0,KOI
16.08786246,172.81384,3.095,612.5,2.56,0,KOI
25.0032023,140.90106,5.498,64.1,1.47,1,KOI
41.74938613,153.84636,5.6098,1055.4,2.94,0,KOI
4.41746257,170.79073,2.965,291.0,3.95,0,KOI
8.981014925,136.649307,1.8478,1059.3,3.14,0,KOI
16.33888067,177.917586,9.3599,1718.4,10.47,0,KOI
10.04157214,137.08442,2.6577,1114.0,2.97,0,KOI
18.36974658,131.86573,2.939,1143.3,3.58,0,KOI
2.79590004,132.72971,2.056,383.7,1.66,0,KOI
13.72462702,180.64807,6.9758,281.8,2.13,0,KOI
46.40626,192.99633,7.0281,469.1,2.66,0,KOI
80.84069,177.3473,8.567,9326.0,15.11,1,KOI
15.67750191,179.47311,5.5082,115.5,1.42,0,KOI
5.59931543,171.47391,3.8944,84.8,1.22,0,KOI
25.2100146,154.41122,6.553,62.1,0.95,0,KOI
17.79001678,182.43745,4.4116,871.4,2.7,0,KOI
49.5674085,169.54227,4.002,730.0,2.91,0,KOI
6.790120801,138.088199,6.0437,2302.3,9.86,0,KOI
7.972510087,171.585057,2.9754,3139.0,3.22,0,KOI
2.453236139,170.892059,1.6691,1723.2,2.26,0,KOI
6.0404622,172.59327,1.98,241.0,1.3,0,KOI
4.13852825,132.01882,2.281,256.5,1.3,0,KOI
3.936993144,169.650592,1.887,1266.0,3.36,0,KOI
28.08185982,194.91696,4.5288,1840.3,3.63,0,KOI
23.66834635,132.71421,5.8297,449.4,2.32,0,KOI
10.08881066,173.083353,1.7726,1995.9,4.71,0,KOI
60.458443,136.3553,8.43,175.2,1.59,1,KOI
1.311842968,133.11058,1.7876,245.1,1.43,0,KOI
14.58649856,172.22185,4.0249,378.7,2.45,0,KOI
8.0292018,132.8283,3.462,65.6,0.99,1,KOI
7.75192755,176.17197,3.5413,407.3,1.89,0,KOI
31.80475991,190.25413,8.699,360.6,2.99,0,KOI
16.2580276,139.6381,6.375,47.0,0.92,0,KOI
8.600153929,177.642421,9.0015,4510.2,26.52,0,KOI
126.55719,145.69736,8.079,366.4,4.59,0,KOI
20.0983676,207.57757,5.207,157.8,1.58,0,KOI
2.41750021,133.80584,4.33,58.2,1.19,1,KOI
4.03357434,134.23275,5.886,66.2,1.23,1,KOI
7.66462913,137.38342,3.614,114.1,1.6,1,KOI
9.6887216,131.8295,2.0,655.5,3.09,0,KOI
19.597317,135.26526,4.508,1014.1,3.78,0,KOI
13.06243545,144.18426,3.244,464.3,1.36,0,KOI
3.74031708,134.70305,2.394,165.6,1.38,0,KOI
0.692978457,131.80142,1.1366,61.0,2.24,0,KOI
0.487656278,132.16692,1.0129,109.8,0.99,1,KOI
31.8055128,150.6791,3.979,141.7,0.63,0,KOI
3.25424652,133.5121,5.378,82.1,0.96,1,KOI
3.50472344,133.72225,1.9464,90.7,0.8,0,KOI
124.827797,208.79191,6.479,647.5,2.57,0,KOI
11.9294568,133.74078,3.193,132.3,1.05,1,KOI
9.54699216,140.15819,5.063,143.0,1.71,1,KOI
14.708641,133.85125,5.394,130.6,1.82,1,KOI
31.3351094,136.97538,6.071,264.9,1.99,0,KOI
214.881456,213.4044,9.581,759.2,2.68,0,KOI
4.85018974,135.31157,5.676,64.5,1.1,0,KOI
3.82315697,133.06936,2.388,47.2,0.77,0,KOI
13.6032081,140.3975,2.592,180.5,0.75,1,KOI
8.45805119,137.06123,2.998,258.7,2.52,0,KOI
101.1107014,215.5204,8.029,878.1,1.61,0,KOI
9.84262076,134.02155,1.6018,626.4,2.41,0,KOI
62.3026877,179.09948,7.509,859.3,3.05,0,KOI
72.3826983,179.49813,8.279,366.4,4.21,0,KOI
7.23531329,133.12054,3.338,112.2,1.53,1,KOI
225.585245,272.79566,11.166,754.9,3.71,0,KOI
24.4972683,133.92177,5.43,449.1,2.74,0,KOI
64.1862264,191.65639,8.485,507.3,8.0,1,KOI
4.62602867,134.68092,0.643,346.9,1.65,0,KOI
8.93484887,133.39108,2.579,135.9,1.83,0,KOI
4.93211932,132.4538,3.144,50.5,1.02,1,KOI
4.85819429,135.14503,5.356,76.3,2.04,1,KOI
8.40693068,133.42739,1.866,167.1,1.95,0,KOI
3.39904814,134.6684,2.922,69.6,0.81,1,KOI
0.626281766,131.90594,1.1812,433.1,1.76,0,KOI
1.183505016,131.75303,1.275,116.6,0.8,1,KOI
2.790643481,133.1555,0.6871,202.0,0.99,0,KOI
0.971915957,132.16504,1.6023,73.7,0.79,0,KOI
3.03196812,133.98825,1.723,81.5,0.9,0,KOI
15.9042402,131.50051,2.093,444.8,3.79,1,KOI
4.16288745,131.67875,0.678,391.7,1.32,1,KOI
4.44902309,131.75425,1.373,88.9,0.55,1,KOI
1.121733366,131.56919,1.032,84.3,2.39,1,KOI
4.95060632,132.80914,1.719,309.5,1.28,0,KOI
1.005205893,132.45541,1.63,97.5,0.85,0,KOI
3.95116635,134.22411,2.566,60.9,0.83,0,KOI
2.89223998,132.86232,2.521,44.3,0.7,0,KOI
3.79437277,132.1265,2.289,83.2,1.36,1,KOI
184.77271,217.3573,9.568,951.4,2.41,0,KOI
363.41165,404.2733,14.79,961.7,3.14,1,KOI
59.284064,148.75407,5.42,424.4,1.81,0,KOI
6.96704926,138.24776,3.73,213.7,6.14,0,KOI
168.81133,211.43982,6.582,614.4,1.69,0,KOI
67.968656,163.55972,7.948,321.8,1.71,0,KOI
215.956008,271.3671,10.425,392.7,3.36,1,KOI
2.00870696,131.51,4.87,53.5,0.55,1,KOI
0.655939788,132.09997,1.318,73.0,1.48,1,KOI
30.0899459,149.06413,6.654,242.6,2.25,0,KOI
9.91937693,136.87361,4.326,186.7,1.32,0,KOI
9.47850818,140.16526,6.154,184.6,1.47,0,KOI
4.24263096,135.0304,2.582,187.6,1.1,0,KOI
163.692336,238.76817,6.853,1138.0,2.75,0,KOI
110.461746,147.5465,12.46,331.2,1.93,1,KOI
198.088873,319.73002,7.955,1027.7,3.24,0,KOI
44.6226725,137.942,12.974,131.9,1.73,1,KOI
1.41975831,132.92,1.429,60.9,0.85,0,KOI
169.135056,201.8055,8.931,640.7,2.21,0,KOI
3.951383138,132.06462,1.0582,405.7,23.51,0,KOI
6.84978728,134.66167,4.919,139.2,1.83,0,KOI
80.769893,188.5556,4.2,128.5,1.87,1,KOI
28.9060526,158.82431,3.099,99.0,0.79,0,KOI
8.10503551,135.88389,4.459,209.9,1.45,0,KOI
8.82715783,139.73416,2.019,368.6,1.67,0,KOI
225.26213,224.9887,14.459,389.2,2.36,1,KOI
2.31482311,133.04857,2.127,58.6,0.69,1,KOI
10.778313,136.6142,5.256,90.7,1.25,1,KOI
27.2106807,132.3793,10.515,99.4,1.73,0,KOI
4.32710895,133.40886,1.387,108.9,26.6,1,KOI
2.90512019,132.56693,2.293,61.2,0.57,1,KOI
14.2651545,143.22024,3.601,66.3,1.06,0,KOI
5.04404366,136.00785,1.682,236.5,1.47,1,KOI
11.17931581,131.64123,3.103,90.6,1.81,0,KOI
1.166960319,131.64332,1.6823,97.8,0.88,1,KOI
0.701944362,132.00161,0.641,210.8,0.8,1,KOI
3.05772668,133.06692,1.819,311.0,1.23,1,KOI
9.9092109,133.092,2.552,942.0,2.35,1,KOI
56.644452,138.762,16.551,104.6,2.44,0,KOI
6.39269778,135.6101,2.138,174.3,1.21,1,KOI
3.0570982,134.50122,3.571,144.0,0.99,0,KOI
7.87845756,138.58644,3.912,44.1,0.78,1,KOI
5.79179934,133.35814,3.474,118.5,1.69,0,KOI
129.945392,176.82285,5.786,500.1,1.18,0,KOI
27.9040511,154.9434,5.346,300.2,2.19,1,KOI
0.644322147,131.954907,0.893,1076.6,24.39,1,KOI
17.8075656,146.88323,1.643,1511.0,3.92,1,KOI
333.03842,220.9235,5.948,1260.0,3.19,1,KOI
3.75030469,134.80628,3.246,35.5,0.87,1,KOI
0.259819659,131.85061,0.6513,231.5,1.22,1,KOI
4.72693131,135.2927,4.036,26.2,0.61,1,KOI
10.0989634,132.3351,6.428,57.0,1.03,1,KOI
26.5487294,137.24401,7.968,142.0,2.54,0,KOI
13.12297275,136.08882,2.234,43.7,1.29,1,KOI
6.28384079,133.20513,4.291,35.7,0.73,0,KOI
22.7909233,134.4333,9.565,53.6,1.38,1,KOI
174.510276,201.47056,6.689,1530.0,1.74,0,KOI
0.681180633,131.63459,0.8844,156.4,2.97,1,KOI
2.27164952,131.82601,4.054,82.4,0.97,0,KOI
369.13236,235.5195,10.34,215.9,2.14,1,KOI
9.08745206,139.99222,3.786,35.1,0.73,1,KOI
64.0019669,132.61779,4.724,1112.5,2.48,0,KOI
4.83809469,135.1562,1.096,1544.0,0.79,0,KOI
9.3281912,132.85459,3.991,45.2,0.59,0,KOI
106.957467,224.9874,7.006,539.6,2.4,1,KOI
2.71603664,132.35962,1.744,98.5,1.05,0,KOI
75.8781344,194.67762,1.383,1054.0,3.39,1,KOI
147.661729,243.95262,6.207,1087.8,1.59,1,KOI
13.00291716,132.02306,3.058,225.3,1.28,1,KOI
42.0292298,138.8086,8.499,373.7,2.33,1,KOI
0.505111993,131.51614,0.4053,212.8,1.58,1,KOI
3.38557445,133.97411,1.879,121.9,1.63,0,KOI
13.3997555,131.84235,3.534,167.3,1.51,0,KOI
2.49385348,133.15177,1.414,46.9,0.59,1,KOI
18.22211768,553.06646,2.044,2318.0,7.45,1,KOI
4.56383697,132.26068,2.271,201.8,1.22,0,KOI
16.5340022,135.409,4.063,89.2,1.17,1,KOI
0.341842017,131.660336,1.1554,285.6,1.72,0,KOI
13.9482197,132.7505,7.686,119.4,2.53,1,KOI
5.67577999,134.91027,3.554,51.2,1.22,1,KOI
49.564693,170.6973,8.54,113.5,1.63,1,KOI
5.49548533,133.63966,2.461,85.8,1.3,0,KOI
2.89494709,132.62547,3.254,45.8,1.16,1,KOI
20.4853893,146.9183,10.229,89.5,3.6,0,KOI
3.58273837,134.95108,1.523,360.5,1.64,0,KOI
15.604841,131.9989,4.543,73.4,1.57,0,KOI
0.762950224,131.9157,1.133,187.3,1.0,1,KOI
170.995748,163.95737,3.88,477.1,4.9,1,KOI
19.5650801,136.28555,4.242,61.7,0.97,1,KOI
12.3101351,141.8765,3.797,263.7,1.51,0,KOI
2.61576515,131.97896,2.777,120.4,1.06,0,KOI
6.94245216,135.95819,3.491,160.8,1.34,0,KOI
5.53312006,132.1648,3.486,53.1,1.05,1,KOI
200.721168,280.0733,9.91,822.5,3.32,1,KOI
9.4061364,137.7073,4.882,79.5,1.14,0,KOI
66.373298,174.01595,8.559,415.0,1.99,0,KOI
13.61165024,144.16808,7.617,95.5,1.46,0,KOI
6.24564633,137.16241,2.459,212.0,1.06,0,KOI
10.8614163,136.8213,6.02,64.8,1.01,1,KOI
7.03965141,137.41892,3.141,268.7,2.72,1,KOI
4.72519164,131.9997,3.751,98.8,3.98,1,KOI
66.6434565,170.08058,2.385,277.3,2.99,1,KOI
160.850075,144.5039,9.427,428.1,3.41,1,KOI
122.0804953,155.02532,4.054,799.9,2.92,0,KOI
6.2614227,133.2299,4.779,51.4,0.81,1,KOI
3.70386741,132.69596,1.41,125.7,0.86,1,KOI
19.8751355,148.3935,8.041,109.0,2.49,1,KOI
5.94373492,135.25897,1.847,301.0,1.14,0,KOI
85.7567919,162.71914,5.695,159.1,2.99,0,KOI
2.18660188,131.94832,1.585,122.3,0.98,0,KOI
7.2929891,135.6364,4.053,72.5,0.73,1,KOI
2.55315031,132.44849,1.849,185.3,1.25,0,KOI
2.936587946,133.03618,1.8952,279.6,1.77,0,KOI
145.786556,215.0441,4.891,378.0,1.82,1,KOI
10.7769944,140.2902,2.616,185.6,1.15,0,KOI
2.5093344,133.1123,1.833,184.3,1.47,1,KOI
7.84931877,134.8747,3.747,68.2,0.81,0,KOI
24.5607107,146.7938,8.679,55.2,1.13,1,KOI
2.94648935,132.42208,3.155,57.0,0.89,0,KOI
24.6683831,136.633,8.556,109.2,1.76,1,KOI
6.98472143,135.99731,2.724,90.7,1.19,0,KOI
349.41047,241.4685,15.02,652.8,2.41,1,KOI
14.8162925,138.3761,4.973,108.2,1.57,1,KOI
3.98167088,134.9767,3.609,44.7,0.79,1,KOI
4.34195312,134.18767,2.598,73.3,0.94,0,KOI
122.358116,134.3477,10.768,352.8,2.15,0,KOI
7.298142,137.85674,3.024,370.5,1.6,0,KOI
18.5010898,149.17569,3.179,421.1,1.62,0,KOI
7.016016,133.9561,3.8,169.0,1.72,1,KOI
42.068554,165.0211,5.723,186.3,1.32,1,KOI
6.23968392,133.72124,0.668,155.9,1.55,1,KOI
3.60082855,134.037,1.938,296.3,1.36,0,KOI
15.5714121,136.58529,2.294,173.5,0.72,0,KOI
3.59645081,132.77209,2.661,149.6,1.66,0,KOI
20.6579443,145.6348,8.798,98.2,1.27,0,KOI
16.3368863,132.20816,3.597,225.9,1.27,1,KOI
1.63668262,131.64586,1.907,921.7,103.99,1,KOI
11.615625,131.96843,2.233,191.2,2.84,1,KOI
110.978266,147.0226,11.312,150.2,1.86,0,KOI
6.08003714,136.88262,1.308,184.0,1.07,0,KOI
3.035206175,132.3291,0.6182,696.9,3.59,0,KOI
173.2578372,194.4584,2.027,687.0,117.29,1,KOI
6.30558387,131.53058,2.619,193.1,2.52,0,KOI
41.6757509,169.791,10.848,142.0,2.1,1,KOI
11.49589567,139.38053,2.256,108.3,1.59,1,KOI
0.609926502,131.80347,1.2529,133.8,1.12,1,KOI
0.991659646,131.53686,2.215,77.3,1.19,0,KOI
8.4795266,138.1276,6.052,163.3,1.18,1,KOI
49.4746966,166.142,10.46,291.0,1.62,1,KOI
1.62888267,132.33899,1.72,130.9,0.92,1,KOI
1.920062587,131.72678,1.437,226.8,1.12,1,KOI
6.96352699,133.01717,3.192,68.1,1.4,0,KOI
64.2729088,186.7353,12.136,1213.9,5.38,0,KOI
3.4327371,132.92055,4.001,63.2,0.75,0,KOI
0.909127736,132.40471,1.431,98.7,0.98,1,KOI
1.450889836,132.2306,1.753,135.7,1.21,0,KOI
5.72716067,133.96409,2.23,310.9,1.4,0,KOI
10.30148508,134.88185,3.903,162.7,1.6,1,KOI
17.8007815,134.3839,6.547,44.5,1.02,1,KOI
1.717859841,132.92612,0.908,66.3,1.45,1,KOI
7.3422467,131.55382,2.029,366.8,1.6,1,KOI
8.1134681,132.8253,4.961,40.5,0.92,1,KOI
3.036208739,134.06146,0.9324,1820.5,1.4,0,KOI
18.0541469,147.7943,4.587,283.1,1.51,0,KOI
5.4675514,133.42478,3.283,87.2,1.07,1,KOI
1.538185321,132.49067,1.683,277.2,1.29,0,KOI
0.888478095,131.86943,1.5312,340.4,1.51,1,KOI
309.25581,136.2248,10.72,421.4,2.18,1,KOI
2.44232399,133.53724,1.921,229.0,1.1,1,KOI
7.61758198,137.50008,3.545,85.4,1.0,0,KOI
42.1003351,143.02827,1.0834,214.0,1.42,1,KOI
2.20923119,131.90288,2.392,59.8,0.84,0,KOI
5.88350251,136.9451,2.556,217.7,1.27,0,KOI
1.182862515,131.97137,2.928,22.3,1.26,1,KOI
0.539915033,131.55207,1.1466,97.0,0.82,0,KOI
2.20829637,131.63091,2.841,87.9,1.36,0,KOI
0.849906734,131.6741,1.141,124.3,0.59,0,KOI
26.6565737,131.59433,4.954,163.4,4.15,0,KOI
4.4408541,135.2744,8.083,33.9,1.74,1,KOI
8.18504859,134.554,4.673,97.6,0.93,0,KOI
10.42317343,135.15208,2.341,71.2,1.07,0,KOI
1.8679943,133.22986,1.087,73.4,0.7,1,KOI
8.9172863,139.6051,4.468,196.3,1.39,1,KOI
1.33807075,132.34756,1.425,20.2,0.6,1,KOI
