orbital_period,transit_duration,transit_depth,planet_radius,radius_ratio,stellar_teff,stellar_radius,stellar_mass,insolation_flux,teq,label,mission
1.103978,0.74,,,,,,,105.8,,FALSE POSITIVE,Kepler
43.8496474,2.217,452.3,21.42,0.01893,4893.0,10.363,1.725,645.68,1286.0,FALSE POSITIVE,Kepler
0.752158047,2.42733,37879.0,106.66,0.439788,5770.0,2.221,1.255,15978.36,2869.0,FALSE POSITIVE,Kepler
3.796488133,11.0659,3007.6,40.83,0.367269,6137.0,1.018,1.086,547.94,1233.0,FALSE POSITIVE,Kepler
17.7476059,5.066,877.0,146.63,0.277893,8992.0,4.832,2.922,3768.37,1998.0,CANDIDATE,Kepler
1.233076007,12.506,1392.4,31.39,0.351801,5602.0,0.817,0.913,1237.97,1513.0,FALSE POSITIVE,Kepler
21.5135234,77.983,1583.8,534.47,1.475099,5088.0,3.318,1.294,242.54,1006.0,FALSE POSITIVE,Kepler
19.4444573,5.509,182.3,1.53,0.012987,6278.0,1.081,1.132,74.47,749.0,FALSE POSITIVE,Kepler
1.1910489,1.3738,1391.1,22.76,0.300822,5089.0,0.693,0.666,781.99,1348.0,FALSE POSITIVE,Kepler
0.546248198,2.1081,114530.0,54.23,0.496587,5780.0,1.0,1.0,5820.72,2227.0,FALSE POSITIVE,Kepler
2.18565886,1.966,35.6,0.44,0.005433,4997.0,0.746,0.806,329.49,1087.0,CANDIDATE,Kepler
1.811966339,3.792,408.1,95.19,0.260358,5904.0,3.348,1.635,10360.38,2573.0,FALSE POSITIVE,Kepler
66.1539783,5.896,6951.0,9.69,0.088866,6077.0,0.999,1.077,11.3,468.0,FALSE POSITIVE,Kepler
158.3226379,2.1881,4863.0,25.41,0.406775,4340.0,0.572,0.557,0.47,211.0,FALSE POSITIVE,Kepler
3.93276627,2.9403,234.9,1.5,0.014124,5688.0,0.971,0.895,399.84,1140.0,CONFIRMED,Kepler
198.680859,8.282,645.4,2.79,0.025242,5330.0,1.013,0.869,1.83,297.0,CONFIRMED,Kepler
1.592634161,8.9488,155160.0,100.2,0.519012,6574.0,1.768,1.317,6128.09,2255.0,FALSE POSITIVE,Kepler
3.31577795,4.2349,94567.0,27.77,0.299531,5528.0,0.849,0.864,349.78,1104.0,FALSE POSITIVE,Kepler
2.990252395,7.8462,216440.0,89.85,0.822802,5780.0,1.0,1.0,603.02,1264.0,FALSE POSITIVE,Kepler
2.08043378,7.708,6861.2,510.48,4.177551,6377.0,1.119,1.147,1661.27,1629.0,FALSE POSITIVE,Kepler
4.944046127,4.50334,112500.0,54.29,0.49712,5780.0,1.0,1.0,308.53,1069.0,FALSE POSITIVE,Kepler
4.464565251,4.0221,74112.0,43.21,0.463874,5743.0,0.853,0.949,259.97,1024.0,FALSE POSITIVE,Kepler
1.523298835,5.9083,195070.0,38.95,0.411842,5311.0,0.866,0.804,919.42,1404.0,FALSE POSITIVE,Kepler
3.539631353,1.5372,1229.7,39.34,0.137045,7021.0,2.629,1.447,5689.3,2214.0,FALSE POSITIVE,Kepler
6.195861785,2.6078,3509.8,215.89,2.43178,5608.0,0.813,0.909,143.74,883.0,FALSE POSITIVE,Kepler
0.566805514,4.367,85.3,0.82,0.008194,5115.0,0.917,0.842,3193.9,1920.0,FALSE POSITIVE,Kepler
27.961084,3.8741,6268.2,21.5,0.144652,6770.0,1.361,1.204,94.86,796.0,FALSE POSITIVE,Kepler
186.5168116,3.1968,5752.4,37.5,0.114852,5018.0,2.99,1.421,9.83,452.0,FALSE POSITIVE,Kepler
197.1455327,2.1145,5664.0,72.16,0.341513,7214.0,1.935,1.69,14.53,498.0,FALSE POSITIVE,Kepler
0.532087933,3.45028,510370.0,74.83,0.685266,5780.0,1.0,1.0,6002.61,2247.0,FALSE POSITIVE,Kepler
3.204222652,2.7952,898.4,23.55,0.291035,5139.0,0.741,0.825,217.46,979.0,FALSE POSITIVE,Kepler
0.687898282,3.96401,293500.0,55.58,0.509016,5780.0,1.0,1.0,4267.13,2062.0,FALSE POSITIVE,Kepler
2.178154774,3.5302,662.6,19.46,0.250308,5515.0,0.712,0.785,457.16,1180.0,FALSE POSITIVE,Kepler
0.99466172,1.576,1370.5,31.84,0.285559,5750.0,1.021,0.816,3078.85,1898.0,FALSE POSITIVE,Kepler
359.00688,32.16,2015.8,28.57,0.313721,5715.0,0.834,0.873,0.74,237.0,FALSE POSITIVE,Kepler
1.138548215,2.1482,66.2,1.45,0.007741,6520.0,1.713,1.094,9805.45,2537.0,CONFIRMED,Kepler
121.0598037,3.112,1563.0,1680.99,0.253653,3942.0,60.688,1.696,2437.81,1792.0,FALSE POSITIVE,Kepler
0.721335207,1.509,31.8,0.54,0.005213,6328.0,0.948,1.012,5166.26,2162.0,FALSE POSITIVE,Kepler
3.28274272,8.9,292.8,1.85,0.020689,5741.0,0.82,0.837,392.7,1136.0,FALSE POSITIVE,Kepler
1.231361934,5.433,471.0,2.93,0.026429,6095.0,1.016,0.9,2707.51,1839.0,FALSE POSITIVE,Kepler
89.7224125,10.963,263.7,2.21,0.016065,6429.0,1.262,1.011,15.69,508.0,CONFIRMED,Kepler
7.12766417,2.491,229.2,1.21,0.013519,5159.0,0.821,0.868,89.24,784.0,CONFIRMED,Kepler
2.080431782,7.4997,894200.0,345.7,1.496806,8344.0,2.115,1.79,12956.98,2719.0,FALSE POSITIVE,Kepler
3.52364689,3.439,74.2,0.94,0.007911,6269.0,1.085,1.106,739.8,1330.0,CANDIDATE,Kepler
1.157804607,4.66082,605710.0,118.11,0.759009,6510.0,1.425,1.228,6116.99,2255.0,FALSE POSITIVE,Kepler
19.979098,10.5638,38418.0,22.98,0.186854,5907.0,1.126,0.915,70.59,739.0,FALSE POSITIVE,Kepler
1.433262401,6.2205,428560.0,136.47,0.637923,7311.0,1.959,1.442,12427.14,2691.0,FALSE POSITIVE,Kepler
23.8706941,3.4812,6386.3,49.6,0.389546,6022.0,1.166,1.007,60.38,711.0,FALSE POSITIVE,Kepler
4.78850084,2.099,66.5,0.63,0.007424,5208.0,0.772,0.796,147.95,889.0,CANDIDATE,Kepler
0.566769068,3.011,40.0,1.06,0.006355,5496.0,1.533,0.853,11897.94,2661.0,FALSE POSITIVE,Kepler
6.2820426,7.941,1413.0,23.76,0.057292,6635.0,3.798,1.705,3938.81,2021.0,FALSE POSITIVE,Kepler
0.97430309,2.1088,34976.0,37.62,0.438332,5688.0,0.786,0.87,1728.18,1643.0,FALSE POSITIVE,Kepler
141.73403059,1.5851,7736.4,10.3,0.102722,5606.0,0.918,0.924,2.77,329.0,CANDIDATE,Kepler
119.686505,29.33,842.7,23.0,0.25255,5715.0,0.834,0.873,3.21,341.0,FALSE POSITIVE,Kepler
53.556625,16.18,3963.0,26.31,0.066604,7643.0,3.618,2.082,317.03,1076.0,FALSE POSITIVE,Kepler
433.220461,2.725,725.1,2.07,0.024338,5232.0,0.777,0.727,0.4,203.0,CANDIDATE,Kepler
1.210693626,1.434,159.1,0.99,0.01198,5014.0,0.756,0.756,784.51,1351.0,CONFIRMED,Kepler
1.090011003,1.5,174.8,1.04,0.012356,5081.0,0.77,0.864,911.28,1402.0,CONFIRMED,Kepler
18.2572722,3.434,157.5,0.94,0.011442,5014.0,0.756,0.756,21.16,547.0,CANDIDATE,Kepler
34.2115022,4.947,273.8,1.15,0.014665,4955.0,0.721,0.774,7.82,427.0,CONFIRMED,Kepler
7.061149921,3.33515,131260.0,43.71,0.501653,5585.0,0.798,0.852,118.87,842.0,FALSE POSITIVE,Kepler
2.682767439,4.58143,394410.0,70.67,0.647193,5780.0,1.0,1.0,695.41,1310.0,FALSE POSITIVE,Kepler
3.711012492,3.3394,7559.8,46.24,0.379062,6141.0,1.117,1.051,695.05,1310.0,FALSE POSITIVE,Kepler
1.780982447,3.4297,357700.0,60.45,0.55359,5780.0,1.0,1.0,1204.3,1502.0,FALSE POSITIVE,Kepler
1.815632406,3.35773,61574.0,108.78,0.413671,9954.0,2.408,2.485,32652.55,3429.0,FALSE POSITIVE,Kepler
205.5833309,6.0353,24872.0,42.69,0.427207,6328.0,0.915,1.0,2.58,323.0,FALSE POSITIVE,Kepler
4.309067482,2.21,23647.0,101.41,1.176969,4897.0,0.789,0.761,142.6,882.0,FALSE POSITIVE,Kepler
36.4721523,2.673,52.6,0.7,0.007177,5853.0,0.895,0.99,18.29,527.0,FALSE POSITIVE,Kepler
111.0396205,25.751,9356.2,8.6,0.101402,5470.0,0.777,0.71,2.97,335.0,FALSE POSITIVE,Kepler
3.187087241,7.2897,129090.0,928.96,0.359353,4599.0,23.673,2.799,62743.06,4037.0,FALSE POSITIVE,Kepler
1.023470248,2.3804,129530.0,100.39,0.919362,5780.0,1.0,1.0,2522.39,1807.0,FALSE POSITIVE,Kepler
0.875267982,1.6038,11701.0,39.19,0.399678,5821.0,0.898,0.742,3157.34,1910.0,FALSE POSITIVE,Kepler
5.55260695,4.1178,727.6,2674.69,0.209409,3306.0,116.965,0.935,404932.04,6436.0,FALSE POSITIVE,Kepler
2.347479696,26.25,81996.0,60.5,0.486841,5891.0,1.138,0.953,1207.51,1502.0,FALSE POSITIVE,Kepler
1.13353095,3.17,18.5,0.49,0.003967,6318.0,1.121,1.046,3840.87,2006.0,FALSE POSITIVE,Kepler
0.890745373,1.9215,120030.0,36.92,0.338117,5780.0,1.0,1.0,3015.62,1892.0,FALSE POSITIVE,Kepler
440.7843755,21.693,2579.0,7.23,0.047554,6340.0,1.393,1.031,2.14,308.0,CONFIRMED,Kepler
2.723858181,1.4313,5497.0,7.13,0.089031,4416.0,0.733,0.728,154.53,900.0,FALSE POSITIVE,Kepler
0.635441862,1.9827,147610.0,56.3,0.515605,5780.0,1.0,1.0,4750.98,2118.0,FALSE POSITIVE,Kepler
3.255189932,2.7117,119.2,1.39,0.010158,5807.0,1.256,0.977,880.52,1390.0,FALSE POSITIVE,Kepler
2.531140101,20.399,11786.0,32.12,0.392165,5325.0,0.75,0.84,346.06,1100.0,FALSE POSITIVE,Kepler
0.938750221,1.3568,280.7,1.46,0.01514,5497.0,0.886,0.964,1874.28,1676.0,CONFIRMED,Kepler
2.992704682,1.2585,361.1,7.86,0.018393,5908.0,3.915,1.755,6932.19,2328.0,FALSE POSITIVE,Kepler
6.12810722,2.824,2336.0,39.52,0.217095,7245.0,1.667,1.46,1237.9,1513.0,FALSE POSITIVE,Kepler
2.115511511,8.5116,25805.0,36.16,0.500992,4188.0,0.661,0.656,152.34,897.0,FALSE POSITIVE,Kepler
2.446736567,5.0201,415860.0,71.52,0.654961,5780.0,1.0,1.0,788.17,1351.0,FALSE POSITIVE,Kepler
21.3779536,24.872,255240.0,173.18,0.455185,4905.0,3.484,0.883,300.32,1062.0,FALSE POSITIVE,Kepler
4.350460215,2.5276,50424.0,533.08,3.447527,6585.0,1.416,1.185,1107.34,1472.0,FALSE POSITIVE,Kepler
22.77194512,10.1995,30246.0,251.93,0.500445,5073.0,4.61,0.812,584.54,1254.0,FALSE POSITIVE,Kepler
67.844689,11.757,211.2,2.65,0.013389,5878.0,1.812,1.212,29.08,592.0,CONFIRMED,Kepler
27.3214242,4.836,279.6,3.61,0.022773,5592.0,1.451,1.0,58.35,705.0,CONFIRMED,Kepler
9.84883968,5.7425,22012.0,63.42,0.443343,6938.0,1.31,1.198,390.19,1134.0,FALSE POSITIVE,Kepler
10.23335969,7.55,,,,,,,,,FALSE POSITIVE,Kepler
227.6625222,5.5072,13895.0,44.24,0.402352,6124.0,1.007,0.959,2.46,319.0,FALSE POSITIVE,Kepler
1.06100873,2.6715,6367.1,9.14,0.088429,5080.0,0.947,0.855,1434.99,1568.0,FALSE POSITIVE,Kepler
0.623393802,1.40392,30192.0,28.21,0.404339,4330.0,0.639,0.632,849.08,1379.0,FALSE POSITIVE,Kepler
0.65355361,1.63,4595.9,22.95,0.318427,4550.0,0.66,0.666,1004.07,1437.0,CONFIRMED,Kepler
2.3702932,1.666,224.8,1.29,0.013622,5668.0,0.868,0.963,588.1,1256.0,CONFIRMED,Kepler
0.566793534,4.714,92.4,122.64,0.008135,3420.0,138.056,1.291,10947554.55,14667.0,FALSE POSITIVE,Kepler
1.873380717,10.1083,538720.0,89.79,0.702166,5992.0,1.171,0.96,1830.27,1669.0,FALSE POSITIVE,Kepler
1.87337894,9.1328,5444.0,51.11,0.081812,4740.0,5.721,0.949,17342.01,2925.0,FALSE POSITIVE,Kepler
7.50023955,2.916,273.2,21.06,0.209878,5849.0,0.919,1.014,155.6,901.0,FALSE POSITIVE,Kepler
23.6270348,11.481,8433.0,21.71,0.231978,5305.0,0.857,0.805,23.17,560.0,FALSE POSITIVE,Kepler
0.716709897,0.7466,932.5,66.73,0.222864,5173.0,2.742,0.811,22605.13,3124.0,FALSE POSITIVE,Kepler
2.248063246,5.1297,631.7,30.38,0.250172,6325.0,1.112,1.157,1421.38,1566.0,FALSE POSITIVE,Kepler
63.3278636,47.0744,11515.0,54.17,0.095439,4919.0,5.198,0.938,152.49,896.0,FALSE POSITIVE,Kepler
219.3215562,12.4124,3628.7,6.11,0.055313,6063.0,1.012,1.117,2.27,313.0,CONFIRMED,Kepler
245.4382021,14.502,11312.0,19.17,0.177328,5637.0,0.99,0.866,1.66,289.0,FALSE POSITIVE,Kepler
178.4129899,2.9298,37510.0,33.24,0.265158,6078.0,1.148,1.064,4.0,361.0,FALSE POSITIVE,Kepler
178.44973004,12.86,,,,,,,,,FALSE POSITIVE,Kepler
2.192004364,3.075,99583.0,37.56,0.500675,5306.0,0.687,0.765,369.54,1118.0,FALSE POSITIVE,Kepler
3.900109346,3.9037,126190.0,40.37,0.381514,5791.0,0.969,0.91,427.83,1160.0,FALSE POSITIVE,Kepler
1.471060209,4.3708,148440.0,165.15,0.519524,8749.0,2.911,1.979,43941.18,3693.0,FALSE POSITIVE,Kepler
0.73553763,2.0,,,,,,,,,FALSE POSITIVE,Kepler
213.3990406,6.5043,13930.0,35.2,0.176124,6960.0,1.83,1.435,11.32,468.0,FALSE POSITIVE,Kepler
6.40802979,2.9288,7784.1,51.44,0.394488,6261.0,1.194,1.017,424.01,1157.0,FALSE POSITIVE,Kepler
2.38920105,3.15,,,,,,,752.42,,CANDIDATE,Kepler
0.962835804,4.9844,14328.0,458.02,0.130081,3982.0,32.244,1.104,602806.92,7100.0,FALSE POSITIVE,Kepler
4.639602084,3.4636,25079.0,19.96,0.153067,6078.0,1.194,0.868,643.95,1285.0,FALSE POSITIVE,Kepler
2.991885335,7.4319,1356.9,3.94,0.042959,5750.0,0.839,0.747,505.77,1209.0,FALSE POSITIVE,Kepler
1.327471395,5.2334,5673.8,7.08,0.083455,5232.0,0.777,0.727,892.4,1395.0,FALSE POSITIVE,Kepler
0.566792595,2.637,19.9,0.5,0.004114,6277.0,1.121,0.961,10020.28,2548.0,FALSE POSITIVE,Kepler
1.247156944,2.6779,134760.0,26042.9,24.662711,4770.0,9.67,1.373,68223.38,4120.0,FALSE POSITIVE,Kepler
288.3128666,5.419,11181.0,13.21,0.099153,5672.0,1.22,0.969,1.93,300.0,CANDIDATE,Kepler
2.119100054,8.2163,1651.1,34.34,0.291718,6292.0,1.078,1.129,1435.29,1571.0,FALSE POSITIVE,Kepler
1.466535757,0.8222,1346.4,4.28,0.038383,5888.0,1.02,0.924,1849.31,1671.0,FALSE POSITIVE,Kepler
8.870415578,1.2864,873.1,39.46,0.238656,6022.0,1.514,0.888,414.26,1151.0,FALSE POSITIVE,Kepler
1.49131759,4.721,25.8,1.26,0.004751,6014.0,2.429,1.303,8873.77,2475.0,FALSE POSITIVE,Kepler
19.57783279,1.9857,432.6,1.96,0.020303,5620.0,0.884,0.971,35.14,621.0,CONFIRMED,Kepler
3.04476607,9.568,272.6,15.7,0.175754,5627.0,0.818,0.91,379.01,1126.0,FALSE POSITIVE,Kepler
70.9672087,6.9623,784.7,2.84,0.026365,5818.0,0.986,1.032,8.66,438.0,CONFIRMED,Kepler
4.45543346,5.116,245680.0,51.69,0.473378,5780.0,1.0,1.0,354.27,1106.0,FALSE POSITIVE,Kepler
14.323889947,4.83729,69072.0,45.93,0.469972,5853.0,0.895,0.99,63.62,720.0,FALSE POSITIVE,Kepler
20.427232317,3.46429,121810.0,601.32,4.912193,6167.0,1.121,1.032,74.27,749.0,FALSE POSITIVE,Kepler
106.18732,10.29,266.1,231.85,0.01388,3287.0,152.969,1.11,11829.18,2660.0,CANDIDATE,Kepler
105.6552651,9.39,1366.9,4.22,0.033986,5741.0,1.136,1.01,6.51,407.0,CONFIRMED,Kepler
4.029803201,4.4301,191070.0,47.58,0.404176,6024.0,1.078,1.028,545.64,1233.0,FALSE POSITIVE,Kepler
1.303858554,4.36797,126640.0,73.29,0.499714,6282.0,1.343,1.057,4438.11,2080.0,FALSE POSITIVE,Kepler
9.74765878,2.62,102.0,0.78,0.009733,5176.0,0.738,0.826,50.3,679.0,CANDIDATE,Kepler
3.18899015,2.722,66.2,0.98,0.007617,5700.0,1.176,1.071,693.65,1309.0,CONFIRMED,Kepler
309.89103,16.4,321.3,2.15,0.017056,6450.0,1.155,1.183,2.3,314.0,CANDIDATE,Kepler
1.570518376,3.2035,2213.2,450.76,0.349222,5314.0,11.82,3.083,67267.85,4106.0,FALSE POSITIVE,Kepler
115.9943364,2.4136,37571.0,13.66,0.170135,4530.0,0.735,0.725,1.16,265.0,FALSE POSITIVE,Kepler
0.623441636,1.46001,19340.0,29.19,0.408688,5319.0,0.654,0.638,2025.22,1711.0,FALSE POSITIVE,Kepler
14.5417471,5.6067,1088.6,163.25,0.252447,5032.0,5.922,1.41,1176.23,1494.0,FALSE POSITIVE,Kepler
2.81753381,2.1551,3836.0,52.91,0.441301,6313.0,1.098,0.929,1180.61,1494.0,FALSE POSITIVE,Kepler
0.762132307,1.22,63.7,0.75,0.007382,5594.0,0.934,0.981,2913.14,1872.0,CONFIRMED,Kepler
56.6993107,7.0706,5824.7,539.16,0.364464,4727.0,13.547,2.1,598.36,1261.0,FALSE POSITIVE,Kepler
161.252247,23.467,2185.9,4.49,0.050688,5555.0,0.811,0.762,2.0,303.0,FALSE POSITIVE,Kepler
0.867719291,6.323,2651.8,37.79,0.327751,6220.0,1.056,1.013,4662.2,2106.0,FALSE POSITIVE,Kepler
1.803697292,1.5922,69.7,1.0,0.007829,6438.0,1.166,1.054,2385.75,1783.0,CANDIDATE,Kepler
0.84112187,2.0431,75070.0,39.34,0.509595,5048.0,0.707,0.679,1240.91,1514.0,FALSE POSITIVE,Kepler
0.828326025,1.42721,10718.0,49.67,0.465053,5400.0,0.978,0.842,2739.59,1845.0,FALSE POSITIVE,Kepler
1.219324537,4.7501,379060.0,60.62,0.618896,5455.0,0.897,0.844,1432.21,1569.0,FALSE POSITIVE,Kepler
2.401751509,2.0835,25044.0,268.75,4.418495,4577.0,0.557,0.552,146.91,888.0,FALSE POSITIVE,Kepler
36.97709537,5.2063,217140.0,59.66,0.546343,5780.0,1.0,1.0,21.08,546.0,FALSE POSITIVE,Kepler
16.371883638,3.44467,65927.0,70.73,0.457732,5642.0,1.415,0.95,117.9,840.0,FALSE POSITIVE,Kepler
2.617284592,9.5545,231450.0,162.67,0.562361,5510.0,2.649,1.119,3885.11,2013.0,FALSE POSITIVE,Kepler
10.14873521,5.603,116120.0,71.11,0.502467,6366.0,1.296,1.059,281.19,1045.0,FALSE POSITIVE,Kepler
2.897436854,3.2833,289810.0,64.69,0.592374,5780.0,1.0,1.0,627.44,1277.0,FALSE POSITIVE,Kepler
5.546083089,2.717,2211.0,22.27,0.050506,7358.0,4.037,2.054,7027.09,2336.0,CONFIRMED,Kepler
6.87366398,7.0845,9766.9,12.01,0.136634,5662.0,0.805,0.899,128.52,859.0,FALSE POSITIVE,Kepler
6.87366412,4.85,,,,,,,,,FALSE POSITIVE,Kepler
0.668483494,2.4129,722770.0,138.76,1.270693,5780.0,1.0,1.0,4439.53,2082.0,FALSE POSITIVE,Kepler
1.070272827,4.2844,9886.5,28.73,0.402965,4628.0,0.653,0.723,528.52,1224.0,FALSE POSITIVE,Kepler
0.977170246,3.4842,151.1,5.08,0.011819,5596.0,3.938,1.707,25506.22,3226.0,FALSE POSITIVE,Kepler
1.135930136,4.5036,27247.0,52.05,0.49963,6247.0,0.954,1.022,2683.57,1836.0,FALSE POSITIVE,Kepler
1.801863222,7.2492,262580.0,145.36,0.572771,7479.0,2.324,1.634,12930.1,2721.0,FALSE POSITIVE,Kepler
54.77145968,37.1871,7224.8,34.32,0.081293,5145.0,3.866,1.594,86.12,777.0,FALSE POSITIVE,Kepler
1.674690886,2.0179,527.4,29.78,0.235701,6397.0,1.157,1.042,2558.96,1813.0,FALSE POSITIVE,Kepler
1.013774136,1.2774,33878.0,18.59,0.43757,3644.0,0.389,0.412,110.51,827.0,CANDIDATE,Kepler
290.1401717,2.1583,4836.0,11.58,0.083972,5631.0,1.263,0.947,2.02,304.0,CANDIDATE,Kepler
161.515617,6.548,2215.3,2.88,0.041208,4243.0,0.641,0.651,0.47,211.0,CONFIRMED,Kepler
2.112405306,2.5845,489.0,19.01,0.230297,5562.0,0.756,0.845,533.2,1225.0,FALSE POSITIVE,Kepler
1.870990236,1.8432,642.6,26.1,0.220077,6384.0,1.086,1.129,1824.38,1668.0,FALSE POSITIVE,Kepler
5.56648691,10.931,694.9,43.67,0.031487,4694.0,12.701,2.156,11089.75,2618.0,FALSE POSITIVE,Kepler
1.33253834,3.737,62.4,0.64,0.007151,5520.0,0.818,0.917,1051.03,1453.0,FALSE POSITIVE,Kepler
1.241483276,2.195,141.0,27.25,0.236943,6140.0,1.053,1.001,2761.35,1847.0,FALSE POSITIVE,Kepler
3.01551943,3.1713,159580.0,155.81,0.516792,5299.0,2.761,1.306,2692.16,1837.0,FALSE POSITIVE,Kepler
2.112395777,2.7714,262600.0,115.26,1.05549,5780.0,1.0,1.0,957.45,1419.0,FALSE POSITIVE,Kepler
14.8444836,6.091,177.9,2.49,0.012341,6642.0,1.846,1.421,336.06,1092.0,CONFIRMED,Kepler
2.252417903,1.9767,32296.0,27.09,0.45607,3979.0,0.544,0.539,88.43,782.0,FALSE POSITIVE,Kepler
2.900613144,3.7357,165480.0,38.63,0.379996,5977.0,0.931,0.94,650.9,1289.0,FALSE POSITIVE,Kepler
174.7697122,2.3569,68139.0,38.79,0.441845,5704.0,0.804,0.897,1.77,294.0,FALSE POSITIVE,Kepler
31.43284649,5.3541,178870.0,57.21,0.523932,5780.0,1.0,1.0,26.19,577.0,FALSE POSITIVE,Kepler
1.72110057,1.922,29.7,0.7,0.005467,5700.0,1.176,1.071,1575.2,1607.0,CANDIDATE,Kepler
9.72675447,19.6214,6641.6,995.22,3.745903,6327.0,2.433,1.495,815.99,1363.0,FALSE POSITIVE,Kepler
8.096939227,2.8833,142890.0,68.48,0.442225,6572.0,1.418,1.19,481.48,1194.0,FALSE POSITIVE,Kepler
0.64234865,2.1184,39597.0,25.76,0.29825,5441.0,0.791,0.814,2653.37,1829.0,FALSE POSITIVE,Kepler
130.4194187,4.165,2290.9,57.51,0.312575,5770.0,1.685,0.915,11.79,473.0,FALSE POSITIVE,Kepler
1.78526527,6.2233,1733.1,41.19,0.307162,6505.0,1.228,1.211,2563.99,1815.0,FALSE POSITIVE,Kepler
4.8591441,3.8588,2183.6,6.9,0.052321,6586.0,1.207,1.226,681.41,1303.0,FALSE POSITIVE,Kepler
5.95077813,5.6,761.8,32.26,0.030058,5122.0,9.828,2.707,7394.55,2366.0,FALSE POSITIVE,Kepler
99.673478,0.968,2496.0,576.14,10.723516,4932.0,0.492,0.528,1.11,262.0,FALSE POSITIVE,Kepler
4.7425521,1.11,3583.0,7.27,0.063231,6161.0,1.053,1.15,426.49,1159.0,CANDIDATE,Kepler
0.955297055,1.7405,846.1,18.16,0.22654,5319.0,0.734,0.694,1367.42,1550.0,FALSE POSITIVE,Kepler
280.476576,32.24,651.2,3.16,0.032397,5869.0,0.892,0.98,1.22,268.0,FALSE POSITIVE,Kepler
152.8255989,22.688,2173.5,34.85,0.042512,4991.0,7.506,1.761,68.47,734.0,FALSE POSITIVE,Kepler
47.1096306,5.741,752.2,78.98,0.260165,5258.0,2.78,1.115,75.4,751.0,CANDIDATE,Kepler
2.41660149,1.9699,83.6,0.92,0.008255,5705.0,1.026,1.069,770.05,1343.0,CONFIRMED,Kepler
4.252082243,2.7543,8290.5,33.14,0.382184,5802.0,0.794,0.714,303.48,1064.0,FALSE POSITIVE,Kepler
14.180228311,4.5344,172740.0,62.41,0.500435,6289.0,1.142,1.015,137.11,873.0,FALSE POSITIVE,Kepler
282.5253558,10.7965,9746.4,8.98,0.090074,5725.0,0.913,0.974,1.15,264.0,CONFIRMED,Kepler
1.87887673,6.60887,824390.0,148.25,1.0993,6569.0,1.235,1.06,2750.37,1846.0,FALSE POSITIVE,Kepler
17.79391159,4.3194,93395.0,33.3,0.304958,5780.0,1.0,1.0,55.88,697.0,FALSE POSITIVE,Kepler
7.942583252,7.0612,88327.0,219.02,0.920896,5516.0,2.178,1.007,644.35,1285.0,FALSE POSITIVE,Kepler
15.85231085,4.8707,437860.0,679.44,6.221997,5780.0,1.0,1.0,65.17,725.0,FALSE POSITIVE,Kepler
2.415925551,9.7769,560970.0,300.82,0.840385,8796.0,3.278,2.014,29070.1,3329.0,FALSE POSITIVE,Kepler
0.656201038,4.17901,174860.0,112.77,1.033681,6025.0,0.999,1.08,5094.25,2157.0,FALSE POSITIVE,Kepler
2.617280959,9.661,3089.9,395.94,2.695783,6432.0,1.345,1.06,1918.98,1689.0,FALSE POSITIVE,Kepler
18.577903,20.11,99.8,1.36,0.009226,6432.0,1.345,1.06,140.97,879.0,CANDIDATE,Kepler
1.412524016,5.74859,175780.0,68.92,0.537589,6690.0,1.174,1.198,3627.17,1978.0,FALSE POSITIVE,Kepler
5.77676732,6.822,5794.8,26.2,0.372037,4401.0,0.645,0.634,47.55,670.0,FALSE POSITIVE,Kepler
88.40678718,12.3079,1724.4,4.55,0.03884,5611.0,1.073,1.026,6.65,410.0,CONFIRMED,Kepler
3.635723653,2.1862,80.0,1.23,0.008702,6422.0,1.295,1.082,1126.72,1478.0,FALSE POSITIVE,Kepler
369.181947,3.239,913.0,2.6,0.027739,5959.0,0.859,0.948,0.85,245.0,FALSE POSITIVE,Kepler
45.3968385,4.477,1355.2,21.23,0.275783,5649.0,0.705,0.786,8.62,437.0,FALSE POSITIVE,Kepler
15.160166,5.856,307.9,2.09,0.01607,5940.0,1.191,1.03,107.59,821.0,FALSE POSITIVE,Kepler
2.63009438,11.226,388.9,25.55,0.21442,6338.0,1.091,1.137,1135.97,1480.0,FALSE POSITIVE,Kepler
9.40527028,2.076,470.9,25.39,0.233462,6347.0,0.996,1.053,182.72,938.0,FALSE POSITIVE,Kepler
4.15713766,1.808,77.0,1.17,0.008098,6470.0,1.324,1.281,908.82,1401.0,FALSE POSITIVE,Kepler
3.2136904,2.205,55.8,1.22,0.007099,6184.0,1.579,1.289,1515.7,1591.0,FALSE POSITIVE,Kepler
2.87066026,1.541,450.8,1.72,0.019741,5910.0,0.796,0.875,484.17,1196.0,FALSE POSITIVE,Kepler
31.24611088,4.76,,,,,,,,,FALSE POSITIVE,Kepler
82.37208458,6.35,,,,,,,,,FALSE POSITIVE,Kepler
0.991105114,2.2137,286390.0,36.87,0.584104,4769.0,0.578,0.574,589.31,1257.0,FALSE POSITIVE,Kepler
12.425580393,57.2012,1131.0,21.34,0.263021,4594.0,0.743,0.765,23.83,563.0,FALSE POSITIVE,Kepler
138.944022,10.611,530.2,2.57,0.021092,6014.0,1.115,1.044,5.13,384.0,CONFIRMED,Kepler
12.4260454,27.7691,582.1,2.64,0.029607,5645.0,0.817,0.908,58.88,706.0,FALSE POSITIVE,Kepler
