orbital_period,transit_duration,transit_depth,planet_radius,radius_ratio,stellar_teff,stellar_radius,stellar_mass,insolation_flux,teq,label,mission
4.254417651,6.55436,294550.0,133.79,0.992082,6292.0,1.235,1.002,806.64,1360.0,FALSE POSITIVE,Kepler
18.778162159,8.1018,488410.0,127.57,0.683154,6794.0,1.71,1.356,238.5,1002.0,FALSE POSITIVE,Kepler
1.25451792,2.64,,,,,,,,,FALSE POSITIVE,Kepler
1.575710265,6.83787,173950.0,246.75,0.526347,5017.0,4.293,1.505,11307.3,2630.0,FALSE POSITIVE,Kepler
2.534740757,4.85013,364350.0,52.52,0.615852,5810.0,0.781,0.808,541.27,1230.0,FALSE POSITIVE,Kepler
37.59406667,8.9943,28618.0,43.08,0.430244,5941.0,0.917,0.817,22.2,554.0,FALSE POSITIVE,Kepler
3.6972959,21.335,19.7,1.07,0.006165,6313.0,1.594,1.22,1438.97,1571.0,FALSE POSITIVE,Kepler
6.855624762,3.02199,70873.0,33.93,0.333741,6109.0,0.931,0.946,224.32,987.0,FALSE POSITIVE,Kepler
80.7060641,6.8899,11852.0,15.47,0.149292,6053.0,0.949,1.025,7.96,428.0,FALSE POSITIVE,Kepler
2.17814513,2.321,136.0,1.22,0.011727,6053.0,0.949,1.025,981.63,1428.0,FALSE POSITIVE,Kepler
1.089077111,3.8834,304070.0,77.59,0.604175,6126.0,1.176,0.972,4147.85,2045.0,FALSE POSITIVE,Kepler
1.089057762,1.637,37.4,0.44,0.005493,5096.0,0.737,0.758,917.78,1404.0,FALSE POSITIVE,Kepler
0.379412331,1.561,594.0,1.59,0.021795,4331.0,0.666,0.675,1724.34,1643.0,FALSE POSITIVE,Kepler
0.585940879,4.6979,1943.6,26.57,0.305249,5459.0,0.797,0.893,2897.54,1873.0,FALSE POSITIVE,Kepler
3.90735046,2.896,109.3,0.83,0.009441,5497.0,0.809,0.907,243.14,1007.0,CANDIDATE,Kepler
0.646523404,3.917,25.2,0.85,0.004755,7257.0,1.631,1.487,23676.16,3163.0,FALSE POSITIVE,Kepler
0.626431697,2.0171,37224.0,34.05,0.432421,5134.0,0.721,0.688,2003.98,1709.0,FALSE POSITIVE,Kepler
2.696354974,5.39585,245990.0,80.71,0.468086,6472.0,1.579,1.093,2560.78,1815.0,FALSE POSITIVE,Kepler
377.501257,11.98,541.4,2.16,0.021072,5751.0,0.94,1.038,0.81,242.0,CANDIDATE,Kepler
14.762889172,6.52705,79330.0,53.72,0.477159,5691.0,1.031,0.875,78.43,759.0,FALSE POSITIVE,Kepler
4.5638537,13.05,71.9,2.97,0.01137,5446.0,2.39,1.293,1305.08,1533.0,FALSE POSITIVE,Kepler
1.463775066,0.953,45.1,1.2,0.006656,6781.0,1.651,1.333,6722.29,2308.0,FALSE POSITIVE,Kepler
8.098754149,5.62354,56616.0,123.02,0.776929,6328.0,1.45,1.107,452.03,1176.0,FALSE POSITIVE,Kepler
0.587938916,1.40211,7339.5,29.98,0.370942,5237.0,0.74,0.698,2476.75,1800.0,FALSE POSITIVE,Kepler
246.87131,10.69,433.6,2.02,0.019292,6168.0,0.96,1.034,1.97,302.0,FALSE POSITIVE,Kepler
0.71957289,1.79,,,,,,,145.63,,FALSE POSITIVE,Kepler
1.559090282,4.95211,226980.0,129.87,0.453231,7279.0,2.624,1.8,16893.61,2905.0,FALSE POSITIVE,Kepler
1.81993557,2.43,109.1,0.66,0.01048,4205.0,0.578,0.567,159.62,907.0,FALSE POSITIVE,Kepler
0.612888148,2.822,43.1,0.93,0.006237,6720.0,1.368,1.294,14401.76,2796.0,FALSE POSITIVE,Kepler
15.541358818,2.44433,10308.0,149.19,0.385945,5092.0,3.54,1.201,448.22,1174.0,FALSE POSITIVE,Kepler
7.1969168,4.525,47.1,1.1,0.006392,5530.0,1.575,1.004,388.54,1132.0,CANDIDATE,Kepler
12.8177012,3.465,75.6,1.21,0.00801,6290.0,1.385,0.99,235.16,999.0,FALSE POSITIVE,Kepler
2.274628199,4.52648,103970.0,104.26,0.490353,6389.0,1.947,1.134,4536.51,2092.0,FALSE POSITIVE,Kepler
85.338393,8.5,633.0,11.4,0.022235,4850.0,4.696,1.095,71.36,741.0,FALSE POSITIVE,Kepler
5.499941793,11.3096,47751.0,59.94,0.208384,7079.0,2.634,1.695,2942.15,1878.0,FALSE POSITIVE,Kepler
2.629870555,6.606,101310.0,34.05,0.322419,5566.0,0.967,0.822,659.45,1291.0,FALSE POSITIVE,Kepler
1.97362159,3.29,,,,,,,1767.45,,FALSE POSITIVE,Kepler
0.947554749,1.097,65.4,0.67,0.00734,5508.0,0.84,0.955,1680.03,1633.0,CANDIDATE,Kepler
6.62761199,6.15281,227140.0,82.03,0.563514,6316.0,1.333,1.102,496.41,1204.0,FALSE POSITIVE,Kepler
50.271927,6.073,574.5,2.94,0.022157,6520.0,1.215,1.279,28.51,589.0,CANDIDATE,Kepler
28.597880332,7.71925,85952.0,74.25,0.274826,6590.0,2.474,1.368,250.21,1014.0,FALSE POSITIVE,Kepler
30.476518853,10.2264,326630.0,71.42,0.609498,5527.0,1.073,0.867,28.96,592.0,FALSE POSITIVE,Kepler
252.1638623,23.92,103790.0,50.74,0.623715,5432.0,0.745,0.834,0.81,242.0,FALSE POSITIVE,Kepler
2.23416013,2.12,,,,,,,2156.64,,FALSE POSITIVE,Kepler
22.271198511,4.58598,179040.0,39.79,0.499178,5068.0,0.73,0.698,16.62,515.0,FALSE POSITIVE,Kepler
73.894163515,9.48995,213900.0,39.18,0.426581,5442.0,0.841,0.759,5.61,392.0,FALSE POSITIVE,Kepler
1.124033822,5.5728,247560.0,98.04,0.574424,7141.0,1.563,1.442,9953.28,2547.0,FALSE POSITIVE,Kepler
2.796661168,3.3781,2363.8,47.68,0.329252,6331.0,1.326,0.898,1797.72,1661.0,FALSE POSITIVE,Kepler
15.288709179,5.00366,512470.0,54.56,0.694921,4464.0,0.719,0.711,15.84,509.0,FALSE POSITIVE,Kepler
1.83592242,5.9942,30746.0,46.3,0.43438,5930.0,0.976,1.029,1195.13,1501.0,FALSE POSITIVE,Kepler
1.15495063,2.31,,,,,,,340.77,,FALSE POSITIVE,Kepler
128.208643,2.745,212.2,6.15,0.014778,7128.0,3.811,1.754,93.05,792.0,CANDIDATE,Kepler
1.516372183,1.239,93.8,1.06,0.009284,6142.0,1.046,1.143,1911.54,1686.0,FALSE POSITIVE,Kepler
8.784575777,5.3022,262980.0,104.57,0.500326,8144.0,1.914,1.841,1380.83,1555.0,FALSE POSITIVE,Kepler
1.949700508,4.35014,38119.0,56.11,0.430688,6469.0,1.193,1.26,2048.37,1716.0,FALSE POSITIVE,Kepler
9.948701373,3.2922,2749.5,29.19,0.340124,5152.0,0.786,0.741,57.93,704.0,FALSE POSITIVE,Kepler
3.457078812,5.24058,315520.0,86.12,0.532167,6526.0,1.482,1.223,1560.4,1603.0,FALSE POSITIVE,Kepler
3.735993484,17.4877,617990.0,571.07,1.289667,5467.0,4.055,1.62,4283.18,2063.0,FALSE POSITIVE,Kepler
6.63448023,3.603,71.2,1.04,0.007791,6463.0,1.225,1.126,453.27,1177.0,CANDIDATE,Kepler
12.4239677,16.01,162.4,0.87,0.01136,4995.0,0.698,0.677,31.93,606.0,FALSE POSITIVE,Kepler
0.639721284,2.69771,465920.0,46.59,0.682637,4794.0,0.625,0.612,1220.53,1505.0,FALSE POSITIVE,Kepler
1.25338826,3.828,44.7,0.64,0.006236,5869.0,0.942,1.054,1750.61,1651.0,FALSE POSITIVE,Kepler
1.002591901,1.247,143.2,0.87,0.010829,4893.0,0.739,0.746,884.21,1391.0,CANDIDATE,Kepler
1.620813697,5.9968,121320.0,43.95,0.341926,5757.0,1.177,0.818,2127.67,1733.0,FALSE POSITIVE,Kepler
3.37116682,4.708,71.4,0.98,0.007721,5653.0,1.163,0.958,656.3,1291.0,CANDIDATE,Kepler
5.2434664,18.47,119.4,2.83,0.033836,5047.0,0.766,0.802,113.05,831.0,FALSE POSITIVE,Kepler
5.2439542,9.82,143.8,0.81,0.010715,4920.0,0.691,0.768,86.51,778.0,FALSE POSITIVE,Kepler
5.2441517,9.69,90.1,0.91,0.009001,6060.0,0.925,1.008,293.68,1056.0,FALSE POSITIVE,Kepler
5.2443332,11.268,29.9,0.58,0.005478,5952.0,0.971,1.057,291.25,1054.0,FALSE POSITIVE,Kepler
20.726069913,6.47393,118860.0,51.9,0.52694,6011.0,0.902,0.988,43.93,657.0,FALSE POSITIVE,Kepler
0.566801447,2.352,16.2,0.57,0.003854,5966.0,1.349,1.014,11321.32,2633.0,FALSE POSITIVE,Kepler
0.566794934,4.399,68.9,1.15,0.010029,6395.0,1.049,1.094,8648.94,2457.0,FALSE POSITIVE,Kepler
0.566800287,3.487,73.9,0.88,0.008292,6075.0,0.969,1.048,6188.18,2260.0,FALSE POSITIVE,Kepler
0.566791946,2.77,125.7,1.54,0.014498,5836.0,0.97,1.087,5129.25,2160.0,FALSE POSITIVE,Kepler
0.566790294,3.641,64.0,0.89,0.00744,6100.0,1.093,0.993,8244.38,2432.0,FALSE POSITIVE,Kepler
0.566799725,4.097,46.7,0.77,0.006244,5576.0,1.132,0.928,6460.25,2289.0,FALSE POSITIVE,Kepler
0.566801325,4.176,92.1,1.07,0.009594,6273.0,1.021,1.077,7585.82,2383.0,FALSE POSITIVE,Kepler
14.854415674,5.13753,77410.0,29.77,0.266744,6214.0,1.022,1.051,95.83,798.0,FALSE POSITIVE,Kepler
38.47674409,5.10744,173170.0,33.8,0.391811,5294.0,0.79,0.733,10.85,463.0,FALSE POSITIVE,Kepler
10.643110689,88.1118,316.3,31.72,0.197178,5930.0,1.473,0.96,274.67,1038.0,FALSE POSITIVE,Kepler
1.587485742,7.7489,246570.0,41.52,0.463146,5863.0,0.821,0.908,1070.86,1460.0,FALSE POSITIVE,Kepler
6.613671,4.211,32.8,0.91,0.005244,6056.0,1.597,1.094,607.33,1266.0,CANDIDATE,Kepler
1.79621807,10.16,47.0,1.54,0.006736,7117.0,2.09,1.548,8937.14,2480.0,FALSE POSITIVE,Kepler
20.2594232,19.27,82.6,1.23,0.008897,6602.0,1.269,1.178,116.05,837.0,FALSE POSITIVE,Kepler
1.48062814,2.898,62.5,0.76,0.007436,6187.0,0.937,1.011,1770.63,1653.0,CANDIDATE,Kepler
1.489442254,5.51392,417900.0,115.45,0.652608,6962.0,1.62,1.352,6938.66,2328.0,FALSE POSITIVE,Kepler
1.12679793,12.079,227.2,21.07,0.229677,5662.0,0.84,0.937,1514.63,1590.0,FALSE POSITIVE,Kepler
0.998217563,3.90851,87567.0,88.64,0.462512,6980.0,1.755,1.292,14421.97,2795.0,FALSE POSITIVE,Kepler
2.68814059,1.12,145.2,0.92,0.011448,5636.0,0.734,0.821,392.64,1135.0,CANDIDATE,Kepler
0.58640848,2.616,61.3,0.48,0.007074,4556.0,0.615,0.669,1029.91,1444.0,FALSE POSITIVE,Kepler
33.46947449,11.8874,164610.0,127.38,0.379342,5934.0,3.075,1.315,211.38,972.0,FALSE POSITIVE,Kepler
1.827558898,4.72808,314680.0,118.28,0.521493,5977.0,2.077,1.125,5331.71,2178.0,FALSE POSITIVE,Kepler
62.519211,2.523,277.6,1.9,0.015325,6343.0,1.137,1.213,17.29,520.0,FALSE POSITIVE,Kepler
97.991569,4.665,126.8,1.41,0.011037,6499.0,1.169,1.191,11.21,467.0,CANDIDATE,Kepler
349.85525,5.42,842.0,2.63,0.027213,5941.0,0.885,0.975,0.94,251.0,FALSE POSITIVE,Kepler
2.488812012,5.94523,131000.0,83.26,0.509325,6499.0,1.497,0.993,2776.19,1852.0,FALSE POSITIVE,Kepler
0.51811818,0.3969,99.0,1.09,0.010742,6240.0,0.929,1.0,7376.27,2360.0,FALSE POSITIVE,Kepler
542.52829,11.06,75.2,1.07,0.008055,6099.0,1.212,0.856,1.19,266.0,FALSE POSITIVE,Kepler
1.057080807,1.82,60.6,0.97,0.009363,6000.0,0.946,1.003,2518.85,1805.0,CANDIDATE,Kepler
11.567974732,5.96595,416030.0,45.65,0.645094,5290.0,0.648,0.723,36.66,628.0,FALSE POSITIVE,Kepler
21.294733865,7.60143,123180.0,71.55,0.51272,6039.0,1.278,1.041,83.71,771.0,FALSE POSITIVE,Kepler
317.062416,7.438,442.9,1.59,0.020361,5366.0,0.715,0.793,0.54,218.0,CANDIDATE,Kepler
13.4959496,2.085,253.6,1.62,0.014581,5962.0,1.019,1.102,89.25,784.0,CANDIDATE,Kepler
0.855763492,3.64361,131660.0,72.82,0.502932,6679.0,1.326,1.246,8674.28,2464.0,FALSE POSITIVE,Kepler
2.045166206,6.84312,263640.0,131.41,0.563641,7128.0,2.135,1.479,8125.86,2422.0,FALSE POSITIVE,Kepler
2.41349123,11.29,57.0,2.11,0.007435,6628.0,2.595,1.489,7197.15,2348.0,FALSE POSITIVE,Kepler
0.447820618,0.4199,58.3,1.42,0.008071,5927.0,1.607,0.914,23149.06,3141.0,FALSE POSITIVE,Kepler
43.2675604,8.331,69.1,1.61,0.008532,5747.0,1.729,1.135,45.99,664.0,CANDIDATE,Kepler
1.23133063,3.7,78.9,0.54,0.007778,4237.0,0.631,0.62,311.53,1072.0,FALSE POSITIVE,Kepler
0.61566096,2.669,13.9,0.84,0.003453,6619.0,2.23,1.408,33790.36,3459.0,FALSE POSITIVE,Kepler
1.23140522,3.338,51.3,0.81,0.006601,5600.0,1.118,0.951,2252.47,1756.0,FALSE POSITIVE,Kepler
11.3251153,2.126,297.2,1.26,0.015813,5334.0,0.727,0.723,48.78,674.0,CANDIDATE,Kepler
31.9714488,8.52,42.9,0.87,0.006036,5846.0,1.323,0.942,48.92,674.0,FALSE POSITIVE,Kepler
9.762550001,4.87531,41580.0,68.93,0.323684,7199.0,1.95,1.571,843.46,1375.0,FALSE POSITIVE,Kepler
16.9163386,2.521,64.2,0.68,0.007691,5628.0,0.81,0.779,41.74,648.0,CANDIDATE,Kepler
37.0200232,1.421,581.0,2.14,0.022145,5685.0,0.886,0.987,15.66,507.0,CANDIDATE,Kepler
2.521265,2.69,36.5,1.16,0.005681,6306.0,1.874,0.862,4175.66,2049.0,FALSE POSITIVE,Kepler
5.674353343,4.17722,36484.0,51.63,0.441436,5594.0,1.071,0.841,290.75,1053.0,FALSE POSITIVE,Kepler
0.734426335,2.7415,99056.0,51.42,0.472261,6108.0,0.997,1.072,4660.36,2106.0,FALSE POSITIVE,Kepler
0.734426409,1.569,94.1,0.98,0.008968,6406.0,1.005,1.057,5800.4,2223.0,FALSE POSITIVE,Kepler
0.565713361,0.954,86.4,0.81,0.008445,5220.0,0.881,0.855,3197.67,1917.0,CANDIDATE,Kepler
13.782522208,8.27762,248940.0,41.84,0.573586,5246.0,0.668,0.653,31.69,605.0,FALSE POSITIVE,Kepler
1.89121656,5.14,66.8,0.73,0.007594,5741.0,0.884,0.781,997.34,1434.0,FALSE POSITIVE,Kepler
3.693702974,3.37146,25208.0,62.55,0.410287,6309.0,1.396,1.306,1054.1,1453.0,FALSE POSITIVE,Kepler
10.265613245,5.67553,150460.0,61.45,0.395421,5865.0,1.423,1.09,236.6,1000.0,FALSE POSITIVE,Kepler
2.163569702,7.60963,54518.0,85.64,0.456473,6425.0,1.718,1.179,3760.06,1996.0,FALSE POSITIVE,Kepler
0.730956716,2.097,27.8,0.57,0.004837,6028.0,1.078,0.994,5431.8,2192.0,FALSE POSITIVE,Kepler
7.04715073,1.434,282.5,1.54,0.015515,5941.0,0.911,1.001,178.49,932.0,FALSE POSITIVE,Kepler
7.047106212,3.16223,69626.0,119.64,0.472034,8162.0,2.321,1.845,2744.25,1846.0,FALSE POSITIVE,Kepler
0.961292561,4.64294,325530.0,92.55,0.603654,6300.0,1.404,1.106,7160.97,2344.0,FALSE POSITIVE,Kepler
63.68192888,12.6047,341720.0,71.45,0.620771,5979.0,1.054,0.986,13.15,486.0,FALSE POSITIVE,Kepler
9.455586047,8.42272,115170.0,178.47,0.385464,7221.0,4.24,2.018,3576.17,1972.0,FALSE POSITIVE,Kepler
1.246585716,4.62051,406770.0,81.28,0.629216,6440.0,1.183,1.194,3709.26,1992.0,FALSE POSITIVE,Kepler
0.898932836,2.437,61.1,1.51,0.007386,5712.0,1.872,1.162,9056.7,2489.0,FALSE POSITIVE,Kepler
3.45423296,2.965,149.8,0.95,0.01372,4186.0,0.635,0.686,71.74,743.0,FALSE POSITIVE,Kepler
7.304451735,4.09326,143630.0,59.02,0.600525,6024.0,0.9,0.985,177.19,931.0,FALSE POSITIVE,Kepler
1.181046137,2.6923,52609.0,37.78,0.499951,5229.0,0.692,0.664,878.27,1389.0,FALSE POSITIVE,Kepler
0.68396452,1.3,,,,,,,,,FALSE POSITIVE,Kepler
2.025580416,4.48448,44998.0,43.23,0.198938,6348.0,1.99,1.431,4618.62,2102.0,FALSE POSITIVE,Kepler
58.64379,24.44,182.1,1.05,0.012463,5833.0,0.775,0.753,8.59,437.0,FALSE POSITIVE,Kepler
20.28281916,36.048,2797.5,22.46,0.051985,5043.0,3.956,1.098,401.55,1141.0,FALSE POSITIVE,Kepler
4.931365987,14.7088,255950.0,139.59,0.564869,6562.0,2.263,1.279,2239.55,1755.0,FALSE POSITIVE,Kepler
4.331392455,3.7278,200400.0,38.82,0.416305,5655.0,0.854,0.788,288.51,1051.0,FALSE POSITIVE,Kepler
345.1846728,6.5468,29989.0,44.91,0.423538,5712.0,0.971,0.912,1.03,257.0,FALSE POSITIVE,Kepler
9.58405667,6.82752,119630.0,99.66,0.401178,5605.0,2.275,1.226,510.85,1212.0,FALSE POSITIVE,Kepler
5.2436612,11.39,88.3,1.1,0.008818,6598.0,1.145,1.166,574.76,1249.0,FALSE POSITIVE,Kepler
3.7789374,10.767,56.0,0.48,0.007244,5017.0,0.605,0.601,129.06,860.0,FALSE POSITIVE,Kepler
1.88984957,19.45,249670.0,73.04,0.934191,5328.0,0.716,0.695,526.5,1221.0,FALSE POSITIVE,Kepler
82.97062172,8.22,,,,,,,,,CANDIDATE,Kepler
5.22422449,4.56,,,,,,,29.83,,CANDIDATE,Kepler
2.49904083,2.651,128.2,1.04,0.010208,5525.0,0.93,0.906,592.18,1258.0,FALSE POSITIVE,Kepler
1.99567242,3.58,18.0,0.75,0.004048,6773.0,1.69,1.207,4939.44,2137.0,FALSE POSITIVE,Kepler
0.89879279,1.031,26.6,0.57,0.004794,6224.0,1.096,1.031,4765.1,2116.0,FALSE POSITIVE,Kepler
16.434352831,5.15682,45700.0,25.25,0.203868,5963.0,1.134,0.986,91.8,789.0,FALSE POSITIVE,Kepler
0.566793818,4.929,100.3,1.17,0.012949,5707.0,0.828,0.864,3972.65,2027.0,FALSE POSITIVE,Kepler
0.566797474,2.708,98.8,1.04,0.009444,6046.0,1.007,1.111,6276.39,2270.0,FALSE POSITIVE,Kepler
1.585673651,3.20763,44116.0,50.53,0.451432,6117.0,1.025,1.095,1740.78,1648.0,FALSE POSITIVE,Kepler
14.797219157,7.61037,252700.0,47.71,0.469276,6343.0,0.931,0.988,90.8,787.0,FALSE POSITIVE,Kepler
6.49066214,3.47128,195090.0,33.46,0.544206,4448.0,0.563,0.558,35.28,621.0,FALSE POSITIVE,Kepler
7.11879848,4.11282,107660.0,41.17,0.500012,5578.0,0.754,0.843,106.52,819.0,FALSE POSITIVE,Kepler
6.99510404,1.7556,71.8,216.92,0.00864,3681.0,229.908,3.426,744614.96,7492.0,FALSE POSITIVE,Kepler
22.50053441,7.44,,,,,,,,,CANDIDATE,Kepler
2.897829967,3.17788,163090.0,54.35,0.462121,6318.0,1.077,0.98,1054.79,1454.0,FALSE POSITIVE,Kepler
4.88698386,1.127,125.4,1.2,0.0109,6152.0,1.009,1.079,389.31,1133.0,CANDIDATE,Kepler
0.706428634,1.75182,372130.0,47.64,0.592721,4429.0,0.736,0.733,951.77,1416.0,FALSE POSITIVE,Kepler
10.8632531,37.68,188.2,19.93,0.199678,5896.0,0.914,1.0,98.04,802.0,FALSE POSITIVE,Kepler
1.46842648,6.6666,151000.0,40.3,0.384842,5539.0,0.959,0.807,1402.93,1559.0,FALSE POSITIVE,Kepler
4.305917719,5.61993,361390.0,71.49,0.631344,6502.0,1.037,1.077,607.76,1266.0,FALSE POSITIVE,Kepler
1.28659726,3.53,,,,,,,6865.96,,FALSE POSITIVE,Kepler
8.47484677,2.067,217.8,1.35,0.015752,5564.0,0.785,0.878,87.55,780.0,CANDIDATE,Kepler
2.535389624,2.902,418.1,16.24,0.210692,5488.0,0.706,0.79,362.73,1113.0,FALSE POSITIVE,Kepler
13.56092626,2.53,,,,,,,,,CANDIDATE,Kepler
1.627538928,5.583,39.0,1.42,0.006234,6854.0,2.088,1.368,9504.13,2520.0,FALSE POSITIVE,Kepler
1.506503686,5.02151,477100.0,178.15,0.693626,8751.0,2.352,2.14,26341.29,3250.0,FALSE POSITIVE,Kepler
1.679585725,7.34648,101790.0,28.99,0.479255,4462.0,0.554,0.561,209.45,970.0,FALSE POSITIVE,Kepler
5.40346248,7.6494,261350.0,108.46,0.500633,6350.0,1.984,1.195,1398.38,1559.0,FALSE POSITIVE,Kepler
34.0357766,3.849,386.6,1.05,0.019173,4367.0,0.501,0.503,3.06,337.0,CANDIDATE,Kepler
0.824851807,1.93637,30099.0,78.0,0.43188,5658.0,1.654,0.798,9801.46,2539.0,FALSE POSITIVE,Kepler
0.82484293,1.383,618.6,97.92,0.021646,4148.0,41.424,1.796,1040816.86,8138.0,FALSE POSITIVE,Kepler
4.4473549,18.99,203.6,1.52,0.018208,5531.0,0.764,0.855,195.56,954.0,FALSE POSITIVE,Kepler
42.48452259,4.16,,,,,,,,,CANDIDATE,Kepler
7.51509713,2.62,187.1,1.23,0.016144,4867.0,0.696,0.78,51.99,685.0,FALSE POSITIVE,Kepler
7.51514595,3.54486,117460.0,35.8,0.421893,5624.0,0.777,0.722,118.99,842.0,FALSE POSITIVE,Kepler
19.230038188,7.04412,266180.0,186.53,0.585781,7703.0,2.916,2.165,810.65,1361.0,FALSE POSITIVE,Kepler
21.120005744,2.05573,13054.0,31.2,0.178782,6195.0,1.598,1.09,141.75,880.0,FALSE POSITIVE,Kepler
0.82206761,3.8281,26190.0,91.21,0.434803,6531.0,1.921,1.234,17747.85,2941.0,FALSE POSITIVE,Kepler
4.74701479,2.464,3622.0,13333.5,63.561352,6531.0,1.921,1.234,1708.72,1640.0,CANDIDATE,Kepler
1.96682825,1.645,214.3,1.18,0.01358,5595.0,0.796,0.89,638.54,1283.0,CANDIDATE,Kepler
45.035589512,9.8341,404840.0,82.4,0.654471,6484.0,1.153,1.178,30.66,600.0,FALSE POSITIVE,Kepler
4.237447181,0.3792,350.1,2.26,0.020826,5993.0,0.993,0.958,446.38,1172.0,CANDIDATE,Kepler
4.0953585,44.35,226.8,7.76,0.041799,6839.0,1.7,1.313,1884.15,1680.0,CANDIDATE,Kepler
0.92623983,1.267,411.4,1.16,0.018003,4494.0,0.591,0.632,504.34,1208.0,CANDIDATE,Kepler
3.10197712,7.083,124.6,2.64,0.013463,8709.0,1.797,2.012,6009.05,2246.0,FALSE POSITIVE,Kepler
2.618414643,4.99923,200860.0,109.33,0.424042,8143.0,2.361,1.854,10502.8,2582.0,FALSE POSITIVE,Kepler
2.61844178,3.203,45.1,2.16,0.006019,5088.0,3.293,1.257,4044.74,2033.0,FALSE POSITIVE,Kepler
19.407958161,6.09676,142060.0,44.96,0.515255,5702.0,0.799,0.711,37.92,633.0,FALSE POSITIVE,Kepler
0.933747375,5.974,198.9,8.93,0.079873,6224.0,1.024,1.084,3820.18,2003.0,FALSE POSITIVE,Kepler
37.910213899,3.11152,103470.0,29.45,0.481581,4623.0,0.56,0.556,3.89,358.0,FALSE POSITIVE,Kepler
3.74785307,3.444,145.9,9.04,0.010754,4929.0,7.7,2.167,8389.62,2440.0,FALSE POSITIVE,Kepler
3.747835042,5.28519,188920.0,141.7,0.423361,8529.0,3.065,2.017,12482.82,2697.0,FALSE POSITIVE,Kepler
0.94754848,1.7347,11348.0,224.79,10.292369,3246.0,0.2,0.178,35.37,622.0,FALSE POSITIVE,Kepler
1.75643185,2.397,51.6,0.58,0.006544,5696.0,0.812,0.902,821.36,1366.0,FALSE POSITIVE,Kepler
1.756466865,4.7781,188220.0,87.4,0.546314,5726.0,1.465,0.935,2652.65,1831.0,FALSE POSITIVE,Kepler
33.159475806,9.01353,222170.0,146.47,0.563821,7967.0,2.379,2.069,307.53,1068.0,FALSE POSITIVE,Kepler
46.14869106,19.092,349630.0,114.2,0.540476,5383.0,1.935,1.105,41.46,647.0,FALSE POSITIVE,Kepler
60.2976774,14.2561,315890.0,63.57,0.595809,5995.0,0.977,0.946,12.63,481.0,FALSE POSITIVE,Kepler
0.875197345,0.052,0.0,0.73,0.003712,5855.0,1.796,1.174,9497.39,2518.0,CANDIDATE,Kepler
13.2298203,3.566,157.8,1.5,0.011692,6049.0,1.176,1.14,126.84,856.0,CANDIDATE,Kepler
3.71840884,3.611,77.2,0.84,0.008047,5982.0,0.96,1.047,464.19,1184.0,CANDIDATE,Kepler
1.703347524,3.3039,504410.0,47.62,0.673033,5325.0,0.648,0.695,495.27,1202.0,FALSE POSITIVE,Kepler
1.70332915,1.663,98.5,0.86,0.00913,5749.0,0.864,0.961,965.03,1420.0,FALSE POSITIVE,Kepler
20.413812,5.806,496.4,16.5,0.182913,5514.0,0.826,0.926,27.84,586.0,FALSE POSITIVE,Kepler
5.32737192,2.226,107.7,0.7,0.009419,4905.0,0.679,0.659,88.33,782.0,CANDIDATE,Kepler
67.41958542,7.645,182170.0,49.46,0.470832,6071.0,0.962,0.898,11.48,470.0,FALSE POSITIVE,Kepler
7.363572395,5.7545,129700.0,82.22,0.4993,6793.0,1.508,1.346,649.25,1287.0,FALSE POSITIVE,Kepler
5.90260586,1.832,337.7,1.26,0.01638,4960.0,0.707,0.786,78.58,759.0,CANDIDATE,Kepler
33.693201537,7.44219,508770.0,68.86,0.701428,5427.0,0.899,0.826,17.07,518.0,FALSE POSITIVE,Kepler
22.80265,19.34,53.1,2.36,0.006509,5011.0,3.324,0.843,281.59,1045.0,CANDIDATE,Kepler
1.120997701,11.243,145.6,66.58,0.125844,6720.0,4.845,2.02,60096.61,3992.0,FALSE POSITIVE,Kepler
1.874967748,10.0159,31526.0,378.99,0.189363,4588.0,18.328,2.09,91765.97,4440.0,FALSE POSITIVE,Kepler
29.9315174,2.53,353.0,1.58,0.017879,5551.0,0.809,0.887,16.9,517.0,CANDIDATE,Kepler
0.602277579,2.38,34.6,0.78,0.005841,6510.0,1.228,0.992,12545.82,2699.0,CANDIDATE,Kepler
2.40440112,5.49,27.1,0.42,0.005036,5433.0,0.769,0.766,447.52,1172.0,FALSE POSITIVE,Kepler
21.926779,10.05,198.6,1.26,0.013288,5853.0,0.868,0.961,34.52,618.0,FALSE POSITIVE,Kepler
25.706001174,10.969,464960.0,67.11,0.680543,5642.0,0.903,0.936,26.55,579.0,FALSE POSITIVE,Kepler
27.2173855,3.268,155.9,1.34,0.012067,6263.0,1.019,0.959,46.8,667.0,CANDIDATE,Kepler
501.90703,12.43,306.9,1.83,0.016146,6316.0,1.036,1.01,0.99,254.0,FALSE POSITIVE,Kepler
6.27651592,1.973,166.0,0.65,0.011632,3914.0,0.515,0.543,18.89,532.0,CANDIDATE,Kepler
3.115304946,4.88748,149520.0,61.66,0.519442,6367.0,1.087,1.131,918.39,1404.0,FALSE POSITIVE,Kepler
16.214474,4.149,161.7,3.53,0.012247,6801.0,2.637,1.727,587.82,1256.0,CANDIDATE,Kepler
12.422524,13.55,33.9,0.86,0.005564,7225.0,1.414,1.397,354.37,1107.0,FALSE POSITIVE,Kepler
12.4269264,21.826,126.6,1.66,0.010086,5349.0,1.505,0.914,159.5,906.0,FALSE POSITIVE,Kepler
